season,game_type,team,week,Player,Position,Injury,Wed,Thu,Fri,Game Status,Mon,Tue,Sat
2025,REG,NYJ,4,Tony Adams,S,Hip,,LP,FP,(-),,,FP
2025,REG,NYJ,4,Kene Nwangwu,RB,Hamstring,,LP,LP,OUT,,,DNP
2025,REG,NYJ,4,Josh Reynolds,WR,Hamstring,,LP,FP,(-),,,FP
2025,REG,NYJ,4,Jay Tufele,DL,Illness,,LP,FP,(-),,,FP
2025,REG,NYJ,4,Justin Fields,QB,Concussion,,FP,FP,(-),,,FP
2025,REG,NYJ,5,Michael Carter II,CB,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,NYJ,5,Jermaine Johnson II,LB,Ankle,DNP,DNP,DNP,QUESTIONABLE,,,
2025,REG,NYJ,5,Kene Nwangwu,RB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,NYJ,5,Mason Taylor,TE,Ankle,LP,LP,FP,(-),,,
2025,REG,NYJ,5,Jarvis Brownlee Jr.,DB,Ankle,FP,FP,FP,(-),,,
2025,REG,NYJ,5,John Simpson,OL,Elbow,FP,FP,FP,(-),,,
2025,REG,NYJ,6,Michael Carter II,CB,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,NYJ,6,Jermaine Johnson II,LB,Ankle,DNP,LP,FP,(-),,,
2025,REG,NYJ,6,Allen Lazard,WR,Non-Injury / Personal,DNP,DNP,DNP,OUT,,,
2025,REG,NYJ,6,Kene Nwangwu,RB,Hamstring,DNP,LP,FP,(-),,,
2025,REG,NYJ,6,Ja'Markis Weston,LB,Groin,LP,LP,FP,OUT,,,
2025,REG,NYJ,6,Quinnen Williams,DT,Groin,LP,LP,FP,(-),,,
2025,REG,NYJ,6,Justin Fields,QB,Knee,FP,FP,FP,(-),,,
2025,REG,NYJ,6,Brandon Stephens,CB,Neck,(-),(-),LP,QUESTIONABLE,,,
2025,REG,NYJ,7,Cam Jones,LB,Hip,DNP,DNP,DNP,DOUBTFUL,,,
2025,REG,NYJ,7,Josh Reynolds,WR,Hip,DNP,LP,FP,(-),,,
2025,REG,NYJ,7,Qwan'tez Stiggers,CB,Hip,DNP,DNP,DNP,DOUBTFUL,,,
2025,REG,NYJ,7,Garrett Wilson,WR,Knee,DNP,DNP,DNP,DOUBTFUL,,,
2025,REG,NYJ,7,Michael Carter II,CB,Concussion,FP,FP,FP,OUT,,,
2025,REG,NYJ,7,Ja'Markis Weston,LB,Groin,FP,FP,FP,QUESTIONABLE,,,
2025,REG,NYJ,8,Sauce Gardner,CB,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,NYJ,8,Cam Jones,LB,Hip,DNP,DNP,DNP,OUT,,,
2025,REG,NYJ,8,Kene Nwangwu,RB,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,NYJ,8,Stone Smartt,TE,Quadriceps,DNP,DNP,DNP,OUT,,,
2025,REG,NYJ,8,Jay Tufele,DL,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,NYJ,8,Garrett Wilson,WR,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,NYJ,8,Breece Hall,RB,Knee,LP,LP,FP,QUESTIONABLE,,,
2025,REG,NYJ,8,Jermaine Johnson II,LB,Ankle,LP,FP,FP,(-),,,
2025,REG,NYJ,8,Qwan'tez Stiggers,CB,Hip,LP,FP,FP,(-),,,
2025,REG,NYJ,8,Tyrod Taylor,QB,Knee,LP,LP,LP,OUT,,,
2025,REG,NYJ,8,Michael Carter II,CB,Concussion,FP,FP,FP,(-),,,
2025,REG,NYJ,8,Quincy Williams,LB,Shoulder,FP,FP,FP,QUESTIONABLE,,,
2025,REG,NYJ,8,Mason Taylor,TE,Quadriceps,(-),DNP,LP,QUESTIONABLE,,,
2025,REG,NYJ,8,Josh Reynolds,WR,Hip,(-),(-),DNP,OUT,,,
2025,REG,NYJ,9,Will McDonald IV,EDGE,Quadriceps,,,,UNSPECIFIED,DNP,LP,
2025,REG,NYJ,9,Harrison Phillips,DL,Foot,,,,UNSPECIFIED,DNP,DNP,
2025,REG,NYJ,9,Azareye'h Thomas,CB,Concussison,,,,UNSPECIFIED,DNP,DNP,
2025,REG,NYJ,9,Garrett Wilson,WR,Knee,,,,UNSPECIFIED,DNP,DNP,
2025,REG,NYJ,9,Xavier Newman-Johnson,OL,Ankle,,,,UNSPECIFIED,LP,FP,
2025,REG,NYJ,9,Khalil Herbert,RB,Groin,,,,UNSPECIFIED,LP,FP,
2025,REG,NYJ,9,Braiden McGregor,EDGE,Shoulder,,,,UNSPECIFIED,LP,LP,
2025,REG,NYJ,9,Francisco Mauigoa,LB,Concussion,,,,UNSPECIFIED,FP,FP,
2025,REG,NYJ,10,Francisco Mauigoa,LB,Concussion,LP,LP,FP,QUESTIONABLE,,,
2025,REG,NYJ,10,Garrett Wilson,WR,Knee,LP,LP,FP,QUESTIONABLE,,,
2025,REG,NYJ,10,Kene Nwangwu,RB,Concussion,FP,FP,FP,(-),,,
2025,REG,NYJ,10,Stone Smartt,TE,Quadriceps,FP,FP,FP,(-),,,
2025,REG,NYJ,10,Tyrod Taylor,QB,Knee,FP,FP,FP,(-),,,
2025,REG,NYJ,10,Mason Taylor,TE,Quadriceps,FP,FP,FP,(-),,,
2025,REG,NYJ,10,Jay Tufele,DL,Knee,FP,FP,FP,(-),,,
2025,REG,NYJ,10,Khalil Herbert,RB,Groin,(-),LP,LP,QUESTIONABLE,,,
2025,REG,NYJ,10,Xavier Newman-Johnson,OL,Ankle,(-),LP,DNP,QUESTIONABLE,,,
2025,REG,NYJ,11,Will McDonald IV,EDGE,Quadriceps,,,,UNSPECIFIED,DNP,LP,
2025,REG,NYJ,11,Harrison Phillips,DL,Foot,,,,UNSPECIFIED,DNP,DNP,
2025,REG,NYJ,11,Azareye'h Thomas,CB,Concussison,,,,UNSPECIFIED,DNP,DNP,
2025,REG,NYJ,11,Garrett Wilson,WR,Knee,,,,UNSPECIFIED,DNP,DNP,
2025,REG,NYJ,11,Xavier Newman-Johnson,OL,Ankle,,,,UNSPECIFIED,LP,FP,
2025,REG,NYJ,11,Khalil Herbert,RB,Groin,,,,UNSPECIFIED,LP,FP,
2025,REG,NYJ,11,Braiden McGregor,EDGE,Shoulder,,,,UNSPECIFIED,LP,LP,
2025,REG,NYJ,11,Francisco Mauigoa,LB,Concussion,,,,UNSPECIFIED,FP,FP,
2025,REG,BAL,1,Jaire Alexander,CB,Knee,LP,FP,FP,(-),,,
2025,REG,BAL,1,Daniel Faalele,G,Illness,LP,FP,FP,(-),,,
2025,REG,BAL,1,Isaiah Likely,TE,Foot,DNP,DNP,DNP,OUT,,,
2025,REG,BAL,1,Patrick Ricard,FB,Calf,DNP,DNP,DNP,OUT,,,
2025,REG,BAL,2,Jaire Alexander,CB,Knee,LP,FP,FP,(-),,,
2025,REG,BAL,2,Rashod Bateman,WR,NIR - Personal,(-),(-),DNP,(-),,,
2025,REG,BAL,2,Isaiah Likely,TE,Foot,DNP,DNP,LP,OUT,,,
2025,REG,BAL,2,Nnamdi Madubuike,DL,Ankle,DNP,LP,FP,(-),,,
2025,REG,BAL,2,Patrick Ricard,FB,Calf,DNP,DNP,DNP,OUT,,,
2025,REG,BAL,3,Rasheen Ali,RB,Concussion,,LP,FP,(-),,,FP
2025,REG,BAL,3,Marlon Humphrey,CB,Groin,,FP,FP,(-),,,FP
2025,REG,BAL,3,John Jenkins,DL,NIR - Personal,,LP,FP,(-),,,FP
2025,REG,BAL,3,Isaiah Likely,TE,Foot,,LP,LP,OUT,,,LP
2025,REG,BAL,3,Nnamdi Madubuike,DL,Neck,,DNP,DNP,OUT,,,DNP
2025,REG,BAL,3,Patrick Ricard,FB,Calf,,DNP,DNP,OUT,,,DNP
2025,REG,BAL,3,Kyle Van Noy,OLB,Hamstring,,DNP,DNP,OUT,,,DNP
2025,REG,BAL,3,Nate Wiggins,CB,Groin,,DNP,LP,(-),,,LP
2025,REG,BAL,4,Travis Jones,DL,Knee,DNP,LP,LP,QUESTIONABLE,,,
2025,REG,BAL,4,Isaiah Likely,TE,Foot,LP,LP,FP,QUESTIONABLE,,,
2025,REG,BAL,4,Nnamdi Madubuike,DL,Neck,DNP,DNP,DNP,OUT,,,
2025,REG,BAL,4,Patrick Ricard,FB,Calf,DNP,DNP,DNP,OUT,,,
2025,REG,BAL,4,Ronnie Stanley,T,Ankle,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,BAL,4,Kyle Van Noy,OLB,Hamstring,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,BAL,4,Broderick Washington,DL,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,BAL,5,Chidobe Awuzie,CB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,BAL,5,Kyle Hamilton,S,Groin,LP,DNP,DNP,QUESTIONABLE,,,
2025,REG,BAL,5,Marlon Humphrey,CB,Calf,DNP,DNP,DNP,OUT,,,
2025,REG,BAL,5,Lamar Jackson,QB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,BAL,5,Emery Jones Jr.,T,Shoulder,LP,LP,FP,OUT,,,
2025,REG,BAL,5,Travis Jones,DL,Knee,LP,LP,FP,(-),,,
2025,REG,BAL,5,Tyler Linderbaum,C,Calf,LP,FP,FP,(-),,,
2025,REG,BAL,5,Patrick Ricard,FB,Calf,DNP,DNP,DNP,OUT,,,
2025,REG,BAL,5,Roquan Smith,ILB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,BAL,5,Ronnie Stanley,T,Ankle,DNP,LP,LP,QUESTIONABLE,,,
2025,REG,BAL,5,Brent Urban,DL,Finger,LP,FP,FP,(-),,,
2025,REG,BAL,5,Kyle Van Noy,OLB,Hamstring,LP,FP,FP,(-),,,
2025,REG,BAL,5,Devontez Walker,WR,Oblique,DNP,LP,FP,QUESTIONABLE,,,
2025,REG,BAL,5,Nate Wiggins,CB,Elbow,DNP,LP,FP,(-),,,
2025,REG,BAL,6,Chidobe Awuzie,CB,Hamstring,DNP,DNP,LP,OUT,,,
2025,REG,BAL,6,Ben Cleveland,G,NIR - Personal,(-),DNP,FP,UNSPECIFIED,,,
2025,REG,BAL,6,Zay Flowers,WR,Shoulder,LP,LP,LP,QUESTIONABLE,,,
2025,REG,BAL,6,Kyle Hamilton,S,Groin,LP,FP,FP,(-),,,
2025,REG,BAL,6,Marlon Humphrey,CB,Calf,DNP,LP,FP,(-),,,
2025,REG,BAL,6,Lamar Jackson,QB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,BAL,6,Emery Jones Jr.,T,Shoulder,FP,FP,FP,OUT,,,
2025,REG,BAL,6,Joe Noteboom,T,Ankle,LP,FP,FP,(-),,,
2025,REG,BAL,6,Patrick Ricard,FB,Calf,DNP,LP,LP,OUT,,,
2025,REG,BAL,6,Roger Rosengarten,T,Knee,LP,FP,FP,(-),,,
2025,REG,BAL,6,Roquan Smith,ILB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,BAL,6,Ronnie Stanley,T,Ankle,LP,FP,FP,(-),,,
2025,REG,BAL,6,Devontez Walker,WR,Oblique,LP,LP,DNP,OUT,,,
2025,REG,BAL,8,Chidobe Awuzie,CB,Hamstring,FP,FP,FP,(-),,,
2025,REG,BAL,8,Zay Flowers,WR,Shoulder,FP,FP,FP,(-),,,
2025,REG,BAL,8,Kyle Hamilton,S,Groin,LP,FP,FP,(-),,,
2025,REG,BAL,8,DeAndre Hopkins,WR,Illness,(-),DNP,FP,(-),,,
2025,REG,BAL,8,Marlon Humphrey,CB,Illness,DNP,FP,FP,(-),,,
2025,REG,BAL,8,Lamar Jackson,QB,Hamstring,LP,LP,LP,QUESTIONABLE,,,
2025,REG,BAL,8,Patrick Ricard,FB,Calf,FP,FP,FP,(-),,,
2025,REG,BAL,8,Roquan Smith,ILB,Hamstring,FP,FP,FP,(-),,,
2025,REG,BAL,8,Ronnie Stanley,T,Ankle/ NIR - Rest,FP,FP,DNP,(-),,,
2025,REG,BAL,8,Devontez Walker,WR,Oblique,FP,FP,FP,(-),,,
2025,REG,BAL,9,Teddye Buchanan,ILB,Calf,FP,,,(-),LP,FP,
2025,REG,BAL,9,Lamar Jackson,QB,Hamstring,FP,,,(-),FP,FP,
2025,REG,BAL,9,Ronnie Stanley,T,Ankle,FP,,,(-),LP,LP,
2025,REG,BAL,9,T.J. Tampa,CB,Shoulder,FP,,,(-),LP,FP,
2025,REG,BAL,9,Nate Wiggins,CB,Groin,FP,,,(-),LP,FP,
2025,REG,BAL,10,Marlon Humphrey,CB,Finger,,,FP,(-),,,
2025,REG,BAL,10,Ronnie Stanley,T,NIR - Rest,,,DNP,(-),,,
2025,REG,CIN,1,Joel Bitonio,G,Not Injury Related - Rest,LP,FP,FP,(-),,,
2025,REG,CIN,1,Jack Conklin,OT,Not Injury Related - Rest,,LP,FP,(-),,,
2025,REG,CIN,1,Mohamoud Diabate,LB,Quad,LP,LP,FP,(-),,,
2025,REG,CIN,1,Myles Garrett,DE,Hip,,DNP,FP,(-),,,
2025,REG,CIN,1,Mason Graham,DT,Shoulder,,FP,FP,(-),,,
2025,REG,CIN,1,Mike Hall Jr.,DT,Knee,DNP,LP,LP,OUT,,,
2025,REG,CIN,1,Shelby Harris,DT,Illness,LP,FP,FP,(-),,,
2025,REG,CIN,1,Cornelius Lucas,OT,Ankle,FP,FP,FP,(-),,,
2025,REG,CIN,1,Easton Mascarenas-Arnold,LB,Achilles,,DNP,LP,(-),,,
2025,REG,CIN,1,Ethan Pocic,C,Knee,LP,FP,FP,(-),,,
2025,REG,CIN,1,Cedric Tillman,WR,Thumb,FP,FP,FP,(-),,,
2025,REG,CIN,1,Denzel Ward,CB,Shoulder,LP,LP,FP,(-),,,
2025,REG,CIN,1,Blake Whiteheart,TE,Knee,LP,LP,FP,(-),,,
2025,REG,CIN,2,B.J. Hill,DT,NIR - Rest,,LP,FP,UNSPECIFIED,,,
2025,REG,CIN,2,Amarius Mims,OT,Ankle,LP,LP,FP,UNSPECIFIED,,,
2025,REG,CIN,2,William Wagner,LS,Hamstring,FP,FP,FP,UNSPECIFIED,,,
2025,REG,CIN,3,Dylan Fairchild,G,Shoulder,FP,FP,FP,UNSPECIFIED,,,
2025,REG,CIN,3,B.J. Hill,DT,NIR - Rest,,LP,FP,UNSPECIFIED,,,
2025,REG,CIN,3,Shemar Stewart,DE,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,CIN,3,Cam Taylor-Britt,CB,Hamstring,LP,DNP,DNP,DOUBTFUL,,,
2025,REG,CIN,3,DJ Turner II,CB,Hamstring,,LP,LP,QUESTIONABLE,,,
2025,REG,CIN,3,Logan Wilson,LB,Ankle,LP,FP,FP,UNSPECIFIED,,,
2025,REG,CIN,4,Noah Fant,TE,Concussion,,DNP,DNP,OUT,,,DNP
2025,REG,CIN,4,Samaje Perine,HB,Finger,,FP,FP,UNSPECIFIED,,,FP
2025,REG,CIN,4,Dalton Risner,G,Calf,,FP,FP,UNSPECIFIED,,,FP
2025,REG,CIN,4,Shemar Stewart,DE,Ankle,,DNP,DNP,OUT,,,DNP
2025,REG,CIN,4,Cam Taylor-Britt,CB,Hamstring,,LP,LP,UNSPECIFIED,,,FP
2025,REG,CIN,5,Noah Fant,TE,Concussion,LP,FP,FP,UNSPECIFIED,,,
2025,REG,CIN,5,B.J. Hill,DT,NIR - Rest,,LP,FP,UNSPECIFIED,,,
2025,REG,CIN,5,Daxton Hill,CB,NIR - Rest/Knee,,LP,FP,UNSPECIFIED,,,
2025,REG,CIN,5,Charlie Jones,WR,Achilles,DNP,DNP,DNP,QUESTIONABLE,,,
2025,REG,CIN,5,Matt Lee,C,Knee,,LP,FP,UNSPECIFIED,,,
2025,REG,CIN,5,Shemar Stewart,DE,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,CIN,6,Ja'Marr Chase,WR,NIR - Rest / Illness,LP,FP,DNP,QUESTIONABLE,,,
2025,REG,CIN,6,Dylan Fairchild,G,Knee,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,CIN,6,Shaka Heyward,LB,Illness,,DNP,FP,UNSPECIFIED,,,
2025,REG,CIN,6,B.J. Hill,DT,NIR - Rest / Ankle,FP,DNP,FP,UNSPECIFIED,,,
2025,REG,CIN,6,Charlie Jones,WR,Achilles,LP,LP,FP,UNSPECIFIED,,,
2025,REG,CIN,6,Matt Lee,C,Knee,,,DNP,QUESTIONABLE,,,
2025,REG,CIN,6,Lucas Patrick,G,Calf,LP,FP,FP,QUESTIONABLE,,,
2025,REG,CIN,6,Drew Sample,TE,Ankle,DNP,LP,FP,UNSPECIFIED,,,
2025,REG,CIN,6,Shemar Stewart,DE,Ankle,LP,LP,LP,DOUBTFUL,,,
2025,REG,CIN,7,Dylan Fairchild,G,Knee,FP,,,UNSPECIFIED,FP,FP,
2025,REG,CIN,7,Trey Hendrickson,DE,Hip,DNP,,,OUT,DNP,DNP,
2025,REG,CIN,7,B.J. Hill,DT,NIR - Rest,FP,,,UNSPECIFIED,DNP,DNP,
2025,REG,CIN,7,Tanner Hudson,TE,Concussion,DNP,,,OUT,DNP,DNP,
2025,REG,CIN,7,Charlie Jones,WR,Ribs,LP,,,QUESTIONABLE,DNP,DNP,
2025,REG,CIN,7,Amarius Mims,OT,Ankle,FP,,,UNSPECIFIED,FP,FP,
2025,REG,CIN,7,Lucas Patrick,G,Calf,FP,,,UNSPECIFIED,FP,FP,
2025,REG,CIN,7,Shemar Stewart,DE,Ankle,FP,,,UNSPECIFIED,FP,FP,
2025,REG,CIN,8,Trey Hendrickson,DE,Hip,LP,LP,DNP,QUESTIONABLE,,,
2025,REG,CIN,8,B.J. Hill,DT,NIR - Rest,,,LP,UNSPECIFIED,,,
2025,REG,CIN,8,Tanner Hudson,TE,Concussion,LP,FP,FP,UNSPECIFIED,,,
2025,REG,CIN,8,Cedric Johnson,DE,Calf,FP,FP,FP,OUT,,,
2025,REG,CIN,8,Charlie Jones,WR,Ribs,LP,FP,FP,UNSPECIFIED,,,
2025,REG,CIN,8,Matt Lee,C,Knee,LP,LP,DNP,DOUBTFUL,,,
2025,REG,CIN,8,Dalton Risner,G,Illness,,,,QUESTIONABLE,,,
2025,REG,CIN,8,Cameron Sample,DE,Knee,DNP,LP,DNP,DOUBTFUL,,,
2025,REG,CIN,8,Marco Wilson,CB,Hamstring,DNP,DNP,DNP,DOUBTFUL,,,
2025,REG,CIN,9,Oren Burks,LB,Groin,,LP,LP,QUESTIONABLE,,,
2025,REG,CIN,9,Dylan Fairchild,G,Knee,FP,FP,FP,UNSPECIFIED,,,
2025,REG,CIN,9,Joe Flacco,QB,Shoulder,DNP,LP,DNP,QUESTIONABLE,,,
2025,REG,CIN,9,Trey Hendrickson,DE,Hip,DNP,DNP,DNP,DOUBTFUL,,,
2025,REG,CIN,9,B.J. Hill,DT,NIR - Rest,,LP,FP,UNSPECIFIED,,,
2025,REG,CIN,9,Cedric Johnson,DE,Calf,FP,FP,FP,UNSPECIFIED,,,
2025,REG,CIN,9,Dalton Risner,G,Illness,DNP,DNP,LP,UNSPECIFIED,,,
2025,REG,CIN,9,Cameron Sample,DE,Knee,FP,FP,FP,UNSPECIFIED,,,
2025,REG,CIN,9,Logan Wilson,LB,Calf,DNP,DNP,DNP,DOUBTFUL,,,
2025,REG,CIN,9,Marco Wilson,CB,Hamstring,DNP,DNP,DNP,DOUBTFUL,,,
2025,REG,CLE,1,Joel Bitonio,G,Not Injury Related - Rest,LP,FP,FP,(-),,,
2025,REG,CLE,1,Jack Conklin,T,Not Injury Related - Rest,,LP,FP,(-),,,
2025,REG,CLE,1,Mohamoud Diabate,LB,Quad,LP,LP,FP,(-),,,
2025,REG,CLE,1,Myles Garrett,DE,Hip,,DNP,FP,(-),,,
2025,REG,CLE,1,Mason Graham,DT,Shoulder,,FP,FP,(-),,,
2025,REG,CLE,1,Mike Hall Jr.,DT,Knee,DNP,LP,LP,OUT,,,
2025,REG,CLE,1,Shelby Harris,DT,Illness,LP,FP,FP,(-),,,
2025,REG,CLE,1,Cornelius Lucas,T,Ankle,FP,FP,FP,(-),,,
2025,REG,CLE,1,Easton Mascarenas-Arnold,LB,Achilles,,DNP,LP,(-),,,
2025,REG,CLE,1,Ethan Pocic,C,Knee,LP,FP,FP,(-),,,
2025,REG,CLE,1,Cedric Tillman,WR,Thumb,FP,FP,FP,(-),,,
2025,REG,CLE,1,Denzel Ward,CB,Shoulder,LP,LP,FP,(-),,,
2025,REG,CLE,1,Blake Whiteheart,TE,Knee,LP,LP,FP,(-),,,
2025,REG,CLE,2,Joel Bitonio,G,Not Injury Related - Rest,LP,FP,FP,(-),,,
2025,REG,CLE,2,Jack Conklin,T,"Eye, Elbow",LP,LP,LP,QUESTIONABLE,,,
2025,REG,CLE,2,Mike Hall Jr.,DT,Knee,LP,LP,DNP,OUT,,,
2025,REG,CLE,2,Dawand Jones,T,Knee,LP,LP,FP,(-),,,
2025,REG,CLE,2,Quinshon Judkins,RB,Not Injury Related,DNP,FP,FP,QUESTIONABLE,,,
2025,REG,CLE,2,Denzel Ward,CB,"Shoulder, Ankle",LP,LP,FP,(-),,,
2025,REG,CLE,3,Joel Bitonio,G,Back,DNP,DNP,DNP,QUESTIONABLE,,,
2025,REG,CLE,3,Corey Bojorquez,P,Right Ankle,LP,FP,FP,(-),,,
2025,REG,CLE,3,DeAndre Carter,WR,Concussion,DNP,LP,LP,QUESTIONABLE,,,
2025,REG,CLE,3,Maliek Collins,DT,Not Injury Related - Rest,LP,FP,FP,(-),,,
2025,REG,CLE,3,Jack Conklin,T,Elbow,LP,LP,LP,QUESTIONABLE,,,
2025,REG,CLE,3,Grant Delpit,S,Back,LP,FP,FP,(-),,,
2025,REG,CLE,3,Mike Hall Jr.,DT,Knee,LP,DNP,DNP,OUT,,,
2025,REG,CLE,3,Teven Jenkins,G,Shoulder,,,FP,(-),,,
2025,REG,CLE,3,Andre Szmyt,K,Left Calf,,,LP,QUESTIONABLE,,,
2025,REG,CLE,3,Denzel Ward,CB,"Shoulder, Cramping",FP,FP,FP,(-),,,
2025,REG,CLE,4,Joel Bitonio,G,"Back, Not Injury Related -Rest",LP,FP,FP,(-),,,
2025,REG,CLE,4,Jack Conklin,T,Elbow,LP,LP,LP,QUESTIONABLE,,,
2025,REG,CLE,4,Grant Delpit,S,Back,LP,LP,FP,(-),,,
2025,REG,CLE,4,Myles Garrett,DE,Not Injury Related - Rest,LP,FP,FP,(-),,,
2025,REG,CLE,4,Mike Hall Jr.,DT,Knee,DNP,LP,LP,(-),,,
2025,REG,CLE,4,Shelby Harris,DT,Hamstring,DNP,LP,FP,(-),,,
2025,REG,CLE,4,David Njoku,TE,Knee,LP,FP,FP,(-),,,
2025,REG,CLE,4,Cedric Tillman,WR,"Hand, Hip",LP,LP,FP,(-),,,
2025,REG,CLE,4,Denzel Ward,CB,Shoulder,DNP,LP,FP,(-),,,
2025,REG,CLE,5,Joel Bitonio,G,Not Injury Related - Rest,LP,FP,FP,(-),,,
2025,REG,CLE,5,Maliek Collins,DT,Not Injury Related - Rest,LP,FP,FP,(-),,,
2025,REG,CLE,5,Jack Conklin,T,Elbow,LP,LP,FP,QUESTIONABLE,,,
2025,REG,CLE,5,Grant Delpit,S,Back,LP,FP,FP,(-),,,
2025,REG,CLE,5,Myles Garrett,DE,Ankle,DNP,LP,LP,(-),,,
2025,REG,CLE,5,Mike Hall Jr.,DT,Knee,LP,DNP,DNP,OUT,,,
2025,REG,CLE,5,Cornelius Lucas,T,Not Injury Related - Rest,LP,FP,FP,(-),,,
2025,REG,CLE,5,Greg Newsome II,CB,Hamstring,,LP,LP,QUESTIONABLE,,,
2025,REG,CLE,5,David Njoku,TE,Knee,LP,FP,FP,(-),,,
2025,REG,CLE,6,Joel Bitonio,G,Not Injury Related - Rest,LP,FP,FP,(-),,,
2025,REG,CLE,6,Malachi Corley,WR,Groin,LP,LP,FP,(-),,,
2025,REG,CLE,6,Maliek Collins,DT,Not Injury Related - Rest,LP,FP,FP,(-),,,
2025,REG,CLE,6,Jack Conklin,T,Not Injury Related - Rest,,LP,FP,(-),,,
2025,REG,CLE,6,Grant Delpit,S,Ankle,FP,FP,FP,(-),,,
2025,REG,CLE,6,Myles Garrett,DE,Ankle,LP,LP,FP,(-),,,
2025,REG,CLE,6,Mike Hall Jr.,DT,Knee,LP,LP,LP,OUT,,,
2025,REG,CLE,6,Shelby Harris,DT,"Not Injury Related - Rest, Knee",DNP,LP,FP,(-),,,
2025,REG,CLE,6,Damontae Kazee,S,Illness,,DNP,LP,(-),,,
2025,REG,CLE,6,KT Leveston,T,Calf,LP,LP,FP,(-),,,
2025,REG,CLE,6,David Njoku,TE,Knee,FP,FP,FP,(-),,,
2025,REG,CLE,6,Ethan Pocic,C,Neck,LP,FP,FP,(-),,,
2025,REG,CLE,6,Raheim Sanders,RB,"Ankle, Knee",,FP,FP,(-),,,
2025,REG,CLE,6,Denzel Ward,CB,Hip,LP,FP,FP,(-),,,
2025,REG,CLE,7,Joel Bitonio,G,Not Injury Related - Rest,LP,FP,FP,(-),,,
2025,REG,CLE,7,Maliek Collins,DT,Not Injury Related - Rest,LP,FP,FP,(-),,,
2025,REG,CLE,7,Jack Conklin,T,Concussion,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,CLE,7,Myles Garrett,DE,Elbow,LP,FP,FP,(-),,,
2025,REG,CLE,7,Mason Graham,DT,Knee,,,DNP,QUESTIONABLE,,,
2025,REG,CLE,7,Mike Hall Jr.,DT,Knee,LP,LP,FP,QUESTIONABLE,,,
2025,REG,CLE,7,Shelby Harris,DT,Knee,LP,FP,FP,(-),,,
2025,REG,CLE,7,Jerry Jeudy,WR,Knee,LP,LP,FP,(-),,,
2025,REG,CLE,7,Gage Larvadain,WR,Concussion,DNP,LP,LP,QUESTIONABLE,,,
2025,REG,CLE,7,Cornelius Lucas,T,Back,FP,FP,FP,(-),,,
2025,REG,CLE,7,David Njoku,TE,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,CLE,7,Cam Robinson,OT,Knee,LP,LP,FP,(-),,,
2025,REG,CLE,7,Joe Tryon-Shoyinka,DE,Hip,LP,LP,FP,QUESTIONABLE,,,
2025,REG,CLE,7,Blake Whiteheart,TE,Shoulder,LP,FP,FP,(-),,,
2025,REG,CLE,8,Joel Bitonio,G,Not Injury Related - Rest,LP,FP,FP,(-),,,
2025,REG,CLE,8,Tyson Campbell,CB,Quad,LP,LP,FP,(-),,,
2025,REG,CLE,8,Maliek Collins,DT,Not Injury Related - Rest,LP,FP,FP,(-),,,
2025,REG,CLE,8,Jack Conklin,T,Not Injury Related - Rest,,LP,FP,(-),,,
2025,REG,CLE,8,Grant Delpit,S,Toe,FP,FP,FP,(-),,,
2025,REG,CLE,8,Mason Graham,DT,Knee,LP,FP,FP,(-),,,
2025,REG,CLE,8,Mike Hall Jr.,DT,Knee,FP,FP,FP,(-),,,
2025,REG,CLE,8,Shelby Harris,DT,Knee,LP,FP,FP,(-),,,
2025,REG,CLE,8,Adin Huntington,DT,Concussion,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,CLE,8,Rayshawn Jenkins,S,"Wrist, Back",LP,DNP,LP,(-),,,
2025,REG,CLE,8,Jerry Jeudy,WR,Knee,DNP,LP,LP,(-),,,
2025,REG,CLE,8,David Njoku,TE,Knee,LP,LP,LP,QUESTIONABLE,,,
2025,REG,CLE,8,Ethan Pocic,C,Illness,,DNP,FP,(-),,,
2025,REG,CLE,8,Denzel Ward,CB,Hip,LP,FP,FP,(-),,,
2025,REG,CLE,8,Blake Whiteheart,TE,Shoulder,LP,FP,FP,(-),,,
2025,REG,CLE,10,Joel Bitonio,G,Not Injury Related - Rest,LP,FP,FP,(-),,,
